2	8	8	-2
2	7	8	-2
2	6	7	-2
2	5	6	-2
2	4	5	-2
2	3	4	-2
-2	1	8	-2
-2	1	7	-2
-2	1	6	-2
-2	1	5	-2
-2	1	4	-2
